scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-06-11 16:55:17 UTC,2026-06-24 12:00:00 UTC,https://www.oddsportal.com/football/h2h/bosnia-herzegovina-fqe7WYTr/qatar-zqzHL77i/#jRyHEZGP,Bosnia & Herzegovina,Qatar,World Championship 2026,,,,Lumen Field,"Seattle, WA",USA,"[{'1': '1.62', 'X': '3.70', '2': '5.75', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.55', 'X': '3.60', '2': '5.00', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '1.62', 'X': '3.90', '2': '6.00', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}, {'1': '1.59', 'X': '4.00', '2': '5.80', 'bookmaker_name': 'Fanduel', 'period': 'FullTime'}]"
2026-06-11 16:55:17 UTC,2026-06-24 12:00:00 UTC,https://www.oddsportal.com/football/h2h/canada-x4toKORL/switzerland-rHJ2vy1B/#2wQjwkpp,Switzerland,Canada,World Championship 2026,,,,BC Place,"Vancouver, BC",Canada,"[{'1': '2.10', 'X': '3.30', '2': '3.50', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.00', 'X': '3.10', '2': '3.25', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '2.15', 'X': '3.45', '2': '3.50', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:55:17 UTC,2026-06-24 15:00:00 UTC,https://www.oddsportal.com/football/h2h/brazil-I9l9aqLq/scotland-fZRU25WH/#EgVZxtj1,Scotland,Brazil,World Championship 2026,,,,Hard Rock Stadium,"Miami Gardens, FL",USA,"[{'1': '7.00', 'X': '4.50', '2': '1.42', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '6.50', 'X': '4.10', '2': '1.40', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '6.00', 'X': '5.00', '2': '1.46', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:55:34 UTC,2026-06-24 15:00:00 UTC,https://www.oddsportal.com/football/h2h/haiti-nk4v10Z1/morocco-IDKYO3R8/#n7TsyKKD,Morocco,Haiti,World Championship 2026,,,,Mercedes-Benz Stadium,"Atlanta, GA",USA,"[{'1': '1.33', 'X': '5.25', '2': '8.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.28', 'X': '4.60', '2': '8.50', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.25', '2': '9.50', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:55:33 UTC,2026-06-24 18:00:00 UTC,https://www.oddsportal.com/football/h2h/czech-republic-6LHwBDGU/mexico-O6iHcNkd/#GCoIA5bf,Czech Republic,Mexico,World Championship 2026,,,,Estadio Banorte,Mexico City,Mexico,"[{'1': '4.50', 'X': '3.50', '2': '1.80', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.20', '2': '1.82', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '4.70', 'X': '3.65', '2': '1.80', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:55:34 UTC,2026-06-24 18:00:00 UTC,https://www.oddsportal.com/football/h2h/south-africa-W2ijYvlr/south-korea-K6Gs7P6G/#4rr4ngNc,South Africa,South Korea,World Championship 2026,,,,Estadio BBVA,Monterrey,Mexico,"[{'1': '4.00', 'X': '3.40', '2': '1.91', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '3.50', 'X': '3.20', '2': '1.90', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '4.00', 'X': '3.50', '2': '1.95', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:55:50 UTC,2026-06-25 13:00:00 UTC,https://www.oddsportal.com/football/h2h/curacao-bLLGpOkQ/ivory-coast-G2FRjBgn/#d2S1vysC,Curacao,Ivory Coast,World Championship 2026,,,,Lincoln Financial Field,"Philadelphia, PA",USA,"[{'1': '13.00', 'X': '6.50', '2': '1.20', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '12.50', 'X': '5.50', '2': '1.19', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '13.00', 'X': '7.00', '2': '1.22', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}, {'1': '14.00', 'X': '6.00', '2': '1.24', 'bookmaker_name': 'Fanduel', 'period': 'FullTime'}]"
2026-06-11 16:55:50 UTC,2026-06-25 13:00:00 UTC,https://www.oddsportal.com/football/h2h/ecuador-8tbm8Tri/germany-ptQide1O/#zmvgtcCa,Ecuador,Germany,World Championship 2026,,,,MetLife Stadium,"East Rutherford, NJ",USA,"[{'1': '5.00', 'X': '3.60', '2': '1.70', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '4.50', 'X': '3.60', '2': '1.61', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '4.80', 'X': '3.90', '2': '1.74', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:55:50 UTC,2026-06-25 16:00:00 UTC,https://www.oddsportal.com/football/h2h/japan-ULXPdOUj/sweden-OQyqbHWB/#Sl2xgtXi,Japan,Sweden,World Championship 2026,,,,AT&T Stadium,"Arlington, TX",USA,"[{'1': '2.05', 'X': '3.40', '2': '3.50', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.00', 'X': '3.10', '2': '3.25', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '2.10', 'X': '3.45', '2': '3.55', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:56:06 UTC,2026-06-25 16:00:00 UTC,https://www.oddsportal.com/football/h2h/netherlands-WYintcWb/tunisia-QqZVYk95/#0lERfdRh,Tunisia,Netherlands,World Championship 2026,,,,Arrowhead Stadium,"Kansas City, MO",USA,"[{'1': '6.25', 'X': '4.20', '2': '1.50', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '5.50', 'X': '3.80', '2': '1.49', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '6.50', 'X': '4.40', '2': '1.50', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:56:06 UTC,2026-06-25 19:00:00 UTC,https://www.oddsportal.com/football/h2h/australia-xSrf6qMM/paraguay-YaNlqp6j/#lGmJTJSg,Paraguay,Australia,World Championship 2026,,,,Levi's Stadium,"Santa Clara, CA",USA,"[{'1': '2.20', 'X': '3.20', '2': '3.40', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.05', 'X': '3.00', '2': '3.20', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '2.15', 'X': '3.30', '2': '3.60', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:56:06 UTC,2026-06-25 19:00:00 UTC,https://www.oddsportal.com/football/h2h/turkey-QeijuHo5/usa-fuitL4CF/#SCvmMa2U,Turkey,USA,World Championship 2026,,,,SoFi Stadium,"Inglewood, CA",USA,"[{'1': '2.60', 'X': '3.50', '2': '2.55', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.55', 'X': '3.20', '2': '2.40', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.55', '2': '2.55', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:56:22 UTC,2026-06-26 12:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/norway-8rP6JO0H/#bsJSJ30L,Norway,France,World Championship 2026,,,,Gillette Stadium,"Foxborough, MA",USA,"[{'1': '4.20', 'X': '3.50', '2': '1.83', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '4.00', 'X': '3.30', '2': '1.75', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '4.30', 'X': '3.65', '2': '1.86', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:56:22 UTC,2026-06-26 12:00:00 UTC,https://www.oddsportal.com/football/h2h/iraq-K8aAGt6r/senegal-hOIsJLJr/#j5IhOwop,Senegal,Iraq,World Championship 2026,,,,BMO Field,"Toronto, ON",Canada,"[{'1': '1.42', 'X': '4.50', '2': '7.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.41', 'X': '4.00', '2': '6.25', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '1.42', 'X': '4.70', '2': '8.00', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}, {'1': '1.42', 'X': '4.50', '2': '7.50', 'bookmaker_name': 'Fanduel', 'period': 'FullTime'}]"
2026-06-11 16:56:22 UTC,2026-06-26 17:00:00 UTC,https://www.oddsportal.com/football/h2h/cape-verde-MocyWdm7/saudi-arabia-biSY8ox4/#487Xar9k,Cape Verde,Saudi Arabia,World Championship 2026,,,,NRG Stadium,"Houston, TX",USA,"[{'1': '2.50', 'X': '3.50', '2': '2.63', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.00', '2': '2.60', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '2.60', 'X': '3.25', '2': '2.85', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}, {'1': '2.50', 'X': '3.40', '2': '2.75', 'bookmaker_name': 'Fanduel', 'period': 'FullTime'}]"
2026-06-11 16:56:38 UTC,2026-06-26 17:00:00 UTC,https://www.oddsportal.com/football/h2h/spain-bLyo6mco/uruguay-xMk44orG/#8xM154oS,Uruguay,Spain,World Championship 2026,,,,Estadio Akron,Zapopan,Mexico,"[{'1': '5.00', 'X': '4.00', '2': '1.62', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.60', '2': '1.57', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '5.50', 'X': '4.00', '2': '1.64', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:56:39 UTC,2026-06-26 20:00:00 UTC,https://www.oddsportal.com/football/h2h/belgium-GbB957na/new-zealand-rLctHkpU/#jwT97ZAb,New Zealand,Belgium,World Championship 2026,,,,BC Place,"Vancouver, BC",Canada,"[{'1': '8.50', 'X': '5.75', '2': '1.30', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '8.00', 'X': '5.00', '2': '1.28', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '10.00', 'X': '6.00', '2': '1.29', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:56:39 UTC,2026-06-26 20:00:00 UTC,https://www.oddsportal.com/football/h2h/egypt-bejDn7NN/iran-xrRx85iA/#OjRH5DuB,Egypt,Iran,World Championship 2026,,,,Lumen Field,"Seattle, WA",USA,"[{'1': '2.25', 'X': '2.90', '2': '3.60', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.15', 'X': '2.87', '2': '3.20', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '2.30', 'X': '3.05', '2': '3.65', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:56:55 UTC,2026-06-27 14:00:00 UTC,https://www.oddsportal.com/football/h2h/croatia-K8aznggo/ghana-nNBjHale/#6mbbuBSb,Croatia,Ghana,World Championship 2026,,,,Lincoln Financial Field,"Philadelphia, PA",USA,"[{'1': '1.65', 'X': '3.70', '2': '5.25', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '1.62', 'X': '3.40', '2': '4.60', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '1.66', 'X': '3.85', '2': '5.50', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:56:55 UTC,2026-06-27 14:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/panama-OWKqbCfi/#YZajsXcn,Panama,England,World Championship 2026,,,,MetLife Stadium,"East Rutherford, NJ",USA,"[{'1': '8.50', 'X': '5.75', '2': '1.29', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '8.50', 'X': '5.25', '2': '1.24', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '8.50', 'X': '6.50', '2': '1.29', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}, {'1': '10.00', 'X': '6.00', '2': '1.28', 'bookmaker_name': 'Fanduel', 'period': 'FullTime'}]"
2026-06-11 16:56:55 UTC,2026-06-27 16:30:00 UTC,https://www.oddsportal.com/football/h2h/colombia-G02s4PCS/portugal-WvJrjFVN/#vL2qotaK,Colombia,Portugal,World Championship 2026,,,,Hard Rock Stadium,"Miami Gardens, FL",USA,"[{'1': '3.40', 'X': '3.25', '2': '2.15', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '3.20', 'X': '3.10', '2': '2.00', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '3.50', 'X': '3.35', '2': '2.20', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:57:11 UTC,2026-06-27 16:30:00 UTC,https://www.oddsportal.com/football/h2h/d-r-congo-phn9mm8H/uzbekistan-EZYKKRMc/#hEWfCwid,D.R. Congo,Uzbekistan,World Championship 2026,,,,Mercedes-Benz Stadium,"Atlanta, GA",USA,"[{'1': '2.30', 'X': '3.40', '2': '3.00', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.00', '2': '2.80', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '2.35', 'X': '3.35', '2': '3.15', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:57:11 UTC,2026-06-27 19:00:00 UTC,https://www.oddsportal.com/football/h2h/algeria-nc87N1BR/austria-naHiWdnt/#4rOtRK7l,Algeria,Austria,World Championship 2026,,,,Arrowhead Stadium,"Kansas City, MO",USA,"[{'1': '3.50', 'X': '3.20', '2': '2.15', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '3.25', 'X': '3.00', '2': '2.05', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '3.75', 'X': '3.20', '2': '2.15', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
2026-06-11 16:57:11 UTC,2026-06-27 19:00:00 UTC,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/jordan-vNcmJoU2/#KAnAWtpR,Jordan,Argentina,World Championship 2026,,,,AT&T Stadium,"Arlington, TX",USA,"[{'1': '13.00', 'X': '6.50', '2': '1.20', 'bookmaker_name': 'bet365.us', 'period': 'FullTime'}, {'1': '11.00', 'X': '6.00', '2': '1.18', 'bookmaker_name': 'BetMGM.us', 'period': 'FullTime'}, {'1': '15.00', 'X': '7.50', '2': '1.19', 'bookmaker_name': 'DraftKings', 'period': 'FullTime'}]"
